-6.550972101198425657e-01,-6.557001145734251413e-01,-3.133581311040103956e-01,4.446201524703983221e-01,3.947492806059603732e-01,-4.465657992707189883e-01,-6.211298311610568001e-01,1.262314993947105002e+00,2.422867661753961843e-01,-6.123189831617799062e-01,5.123303659262137266e-01,4.004923263159596569e-01,1.566346336148147778e-01,-6.550187230475604250e-02
-3.663166580873331024e-01,-8.724062024695838913e-01,1.024707400011044545e-01,2.683054350521914266e-02,-4.162655244933997634e-01,-3.190190358265928561e-01,-2.701969802881915572e-01,4.808911544672460070e-01,5.861622495293739021e-02,-6.401329429453597175e-01,2.835808686347866536e-01,1.453583581105875044e-01,-1.295813008509451858e-01,1.895137062462155450e-02
1.096459211786875665e+00,-1.070526652508833942e+00,1.362732802307239366e+00,-2.372673544725392714e-02,-2.770492646813077497e-01,-5.404922411482054878e-01,1.997222909319614770e-01,7.266301798468971507e-01,-4.957433820685069881e-01,-4.332083375466651565e-01,-2.947772460314911913e-01,-3.560429475024121659e-01,-5.764188127742211343e-01,2.337695019124559348e-01
-1.011134231848101805e+00,-4.579916583599561442e-01,-3.296631779119394978e-01,2.037471086413464860e-01,4.807725488645878120e-02,-7.186766816404929759e-02,4.450190888429664260e-01,-6.229475123213058102e-02,-2.673048789961413596e-01,1.520183039720030826e-01,-2.816956649357045817e-01,-3.392525099952853895e-01,1.745131909448600915e-01,-2.346041004925348838e-01
8.600505630038370042e-03,-1.081619339600987245e-01,-1.725382020044929562e-02,2.163653589951279876e-01,4.549596087374881970e-01,-2.427063983971755046e-01,-3.632040077017023028e-01,2.301575895362253377e-01,-1.833010038374308925e-01,-4.372197299865222542e-01,2.776512859016211365e-01,5.845862557771207557e-01,9.105334844856179943e-01,-1.070913612578552554e+00
-1.265549201945751934e+00,-5.896529433272926779e-01,-7.859392036960242134e-01,5.441742285896005067e-03,-1.425695237807560745e-01,9.130703392915504035e-02,-4.239061576288688515e-02,-1.911024106448233340e-01,5.000287974628028764e-02,-3.740128221908982364e-02,-2.251573281359702319e-02,3.442857313104765588e-02,2.177738672379280205e-01,-3.100382260200409412e-01
-4.152297071647864657e-01,-1.151344083906098437e+00,1.084128465615929321e-01,-4.229602856021003054e-01,-7.931339205085372601e-01,2.377462074401978931e-01,-1.203229657006318482e-01,-1.771526741059123999e-01,-2.534592209700992083e-02,-2.481095955170247724e-01,1.641355051426684336e-02,1.036058828991509029e-01,-5.592605180648774210e-01,2.179897162474844774e-01
-5.670121376596150009e-01,-7.412381314553849743e-01,-2.348039951969055072e-01,-1.512046875594020567e-01,-4.689034333722955084e-01,-1.785808989784191947e-01,-3.249819488982231275e-01,3.259984450156725444e-01,1.252553174374648470e-01,-3.436079008958546899e-01,3.352241417973143012e-01,1.448647163465554555e-01,1.631238777492236003e-01,-1.655680736440738599e-01
1.036884345806948327e+00,-6.199882025468965718e-01,1.157534046482171064e+00,7.617377022143723142e-01,1.011489360301255802e+00,-7.886456262518444227e-01,4.140701157188241832e-01,1.259239111674634426e+00,-7.618331299684217850e-01,-8.341024822669347305e-01,-1.083277308349059220e+00,-1.363786074724896713e-01,1.266159909755790736e-01,-9.998001390426571044e-02
5.253130068830331734e-01,-7.932712985107773784e-01,9.577097185921165101e-01,-3.819071888844918772e-02,-1.115637556434257438e-01,7.037890241265520874e-02,1.050067813583426934e+00,-6.395420674240129832e-01,-7.242417666077286542e-01,-8.881384202972604502e-02,-1.408677503237664386e+00,-6.963344179315182902e-01,-3.384487823411743701e-01,-2.558608278495321797e-01
